ranking,score_final,roe_score,growth_2006_score,growth_2017_score,ev_ebit_score,symbol,companyName,exchange,sector,industry,returnOnEquityTTM,returnOnEquityTTM_win,returnOnEquityTTM_original,ev_ebit,ev_ebit_win,ev_ebit_original,returnOnInvestedCapitalTTM,revenue_per_share_cagr_2006_ltm,revenue_per_share_cagr_2017_ltm,operating_income_per_share_cagr_2006_ltm,operating_income_per_share_cagr_2017_ltm,revenue_per_share_2006,revenue_per_share_2017,revenue_per_share_ltm,operating_income_per_share_2006,operating_income_per_share_2017,operating_income_per_share_ltm,revenue_2006,revenue_2017,revenue_ltm,operatingIncome_2006,operatingIncome_2017,operatingIncome_ltm,shares_2006,shares_2017,shares_ltm,marketCapTTM,enterpriseValueTTM,ebit_ltm,current_price,trading_currency,fair_value_min,fair_value_max,g_min,g_max,reported_currency
29,0.8790545334058559,1.0,0.4429243699973951,0.8895765269135256,0.8681831556713976,SBR,Sabine Royalty Trust,NYSE,Energy,Oil & Gas Exploration & Production,10.884556278628674,0.4897800944419725,10.884556278628674,0.0,0.0,0.0,11.053993683558186,0.0220756450222341,0.1227179129176052,0.0222479969334972,0.127781986228946,4.249708817508606,2.5490110152410823,6.43482776489616,4.1038087101992575,2.3820725142316066,6.233847954074754,61957971.0,37162911.0,93815574.0,59830843.0,34729057.0,90885420.0,14579345.0,14579345.0,14579345.0,977690875.7,0.0,90251235.0,67.06,USD,45.03743580502418,76.60191542111308,0.04885721793979447,0.09993726012045082,USD
32,0.8730548738644786,0.9944111988296592,0.4579747491500383,0.8312148445346926,0.8943134039829406,DMLP,"Dorchester Minerals, L.P.",NASDAQ,Energy,Oil & Gas Exploration & Production,0.4871742692814377,0.4871742692814377,0.4871742692814377,-0.5015083024576724,-0.5015083024576724,-0.5015083024576724,0.3050204995346732,0.0247693215134752,0.1110051317759412,0.0278127096288824,0.1163013015779335,2.6532223796034,1.8194550304878048,4.223474202614548,1.747202549575071,1.2202743902439024,2.942449011164685,74927000.0,57291000.0,163799000.0,49341000.0,38424000.0,114117000.0,28240000.0,31488000.0,38783000.0,1258833780.0,-55361000.0,110389000.0,31.34,USD,17.92923316514652,32.403376980191126,0.03891243227612781,0.09820274032328206,USD
41,0.8459029757858609,0.8347608538686141,0.9530950840975484,0.8288245020839248,0.8405705142613655,QCOM,QUALCOMM Incorporated,NASDAQ,Technology,Semiconductors,0.4127359643377357,0.4127359643377357,0.4127359643377357,0.529959331224582,0.529959331224582,0.529959331224582,0.2182419124536353,0.113384631005482,0.1105254067776497,0.0945534496956188,0.2258445884429105,4.536467751657625,15.092078537576167,34.912186379928315,1.621458710066305,1.7698036560595802,9.024193548387096,7526000000.0,22291000000.0,38962000000.0,2690000000.0,2614000000.0,10071000000.0,1659000000.0,1477000000.0,1116000000.0,185653050000.0,5864000000.0,11065000000.0,167.255,USD,99.21611859517425,175.91997720121046,0.09544202933285569,0.1341621962764279,USD
44,0.837859700684155,0.6462635015817294,1.0,1.0,0.8673156004707355,GOOG,Alphabet Inc.,NASDAQ,Communication Services,Internet Content & Information,0.3248475016223232,0.3248475016223232,0.3248475016223232,0.0166506697825814,0.0166506697825814,0.0166506697825814,0.2579896041307089,0.2000410247694706,0.170194342503426,0.1974140250846161,0.2160180137867677,0.8796297019649815,7.997637261822176,28.1206694495532,0.2944560455736595,1.888612586170952,9.029484310621978,10604917000.0,110855000000.0,350018000000.0,3549996000.0,26178000000.0,112390000000.0,12056115177.0,13860968730.0,12447000973.0,2266337520000.0,1995000000.0,119815000000.0,187.14,USD,140.78274849118014,193.90820612429414,0.13448512569373583,0.14949891368242102,USD
45,0.837859700684155,0.6462635015817294,1.0,1.0,0.8673156004707355,GOOGL,Alphabet Inc.,NASDAQ,Communication Services,Internet Content & Information,0.3248475016223232,0.3248475016223232,0.3248475016223232,0.0166506697825814,0.0166506697825814,0.0166506697825814,0.2579896041307089,0.2000410247694706,0.170194342503426,0.1974140250846161,0.2160180137867677,0.8796297019649815,7.997637261822176,28.1206694495532,0.2944560455736595,1.888612586170952,9.029484310621978,10604917000.0,110855000000.0,350018000000.0,3549996000.0,26178000000.0,112390000000.0,12056115177.0,13860968730.0,12447000973.0,2266337520000.0,1995000000.0,119815000000.0,185.34,USD,140.78274849118014,193.90820612429414,0.13448512569373583,0.14949891368242102,USD
46,0.8377478354139694,1.0,0.6810871222667215,0.4511643605888947,1.0,CVLT,"Commvault Systems, Inc.",NASDAQ,Technology,Software - Application,0.6085412129919122,0.4897800944419725,0.6085412129919122,-2.7606750130908746,-2.529912500118179,-2.7606750130908746,0.3295802406762069,0.0647013756015526,0.0347316598711096,0.064006772076036,1.0685141758721797,5.810924146716917,14.55297539149888,19.123778056283463,0.5282658315197197,0.0051230425055928,1.717101515324143,109472000.0,650518000.0,839247000.0,9952000.0,229000.0,75355000.0,18839000.0,44700000.0,43885000.0,7716563980.0,-231974000.0,84028000.0,175.82,USD,36.976854241674594,239.022431898778,0.08497892839868981,0.177521665031672,USD
48,0.8337683444601057,1.0,0.5204765266787721,0.7801739611427642,0.7912493795428311,RCMT,"RCM Technologies, Inc.",NASDAQ,Industrials,Conglomerates,0.5529605292094406,0.4897800944419725,0.5529605292094406,1.4765618377553615,1.4765618377553615,1.4765618377553615,0.2437221440536136,0.0359557220076025,0.1007615837478659,0.0834299743836537,0.8364713461318865,17.150674989113078,15.567460733296368,33.5555138861677,0.6588743462857188,0.0233423960185875,3.020081656420204,201920059.0,186737000.0,263237000.0,7757126.0,280000.0,23692000.0,11773301.0,11995341.0,7844821.0,155552281.06,34838000.0,23594000.0,19.97,USD,11.495309661290321,21.932142172400017,0.02216043497807893,0.09185618537254735,USD
52,0.8292100488386881,1.0,0.7403811498553697,0.5660974401199512,0.8744761047675502,NEU,NewMarket Corporation,NYSE,Basic Materials,Chemicals - Specialty,0.4929878606218359,0.4897800944419725,0.4929878606218359,-0.120778271260053,-0.120778271260053,-0.120778271260053,-10.563723833982545,0.0753136616155227,0.0577979244408399,0.1280882411956916,0.1014782811994168,73.3494164779655,185.92726657645463,291.4504758916431,6.249666144109621,28.481816644113668,61.71279154900115,1263297000.0,2198404000.0,2786558000.0,107638000.0,336769000.0,590036000.0,17223000.0,11824000.0,9561000.0,4933762830.0,-77476000.0,641473000.0,516.03,USD,270.8289734586971,543.3902727433066,0.01860406754084859,0.09403753119405821,USD
56,0.8189904682451067,1.0,0.838831273792702,0.5378296018508084,0.8378713514602005,NTAP,"NetApp, Inc.",NASDAQ,Technology,Computer Hardware,1.1623327442565008,0.4897800944419725,1.1623327442565008,0.5817633760361718,0.5817633760361718,0.5817633760361718,0.2009823692372569,0.0929340007259291,0.0521247671653994,0.1080516130782391,0.116434632310195,5.569046598807204,20.06909090909091,30.134615384615383,0.8308364392916529,2.418181818181818,5.836538461538462,2066456000.0,5519000000.0,6268000000.0,308291000.0,665000000.0,1214000000.0,371061000.0,275000000.0,208000000.0,25073640000.0,772000000.0,1327000000.0,122.91,USD,28.133952000000004,124.03491839999997,0.0007941672532172095,0.14087183632648545,USD
68,0.7999142167205681,1.0,0.0,0.7228176497760124,0.8720857658252155,MVO,MV Oil Trust,NYSE,Energy,Oil & Gas Exploration & Production,3.780888513467788,0.4897800944419725,3.780888513467788,-0.0749013698630137,-0.0749013698630137,-0.0749013698630137,2.980168117662323,-1.0,0.0892505735310742,-1.0,0.0919083100202797,inf,0.7928723987604172,1.5711790434782609,inf,0.7225426473987213,1.46,50639187000.0,9118031.0,18068559.0,19521083000.0,8309239.0,16790000.0,0.0,11499998.0,11500000.0,60604999.99999999,-1257594.0,16790000.0,5.27,USD,8.159414634146344,11.088117073170732,0.004295942720763751,0.043478260869565216,USD
71,0.798538871781906,1.0,0.107764477423356,0.6826534942054988,0.8681831556713976,CRT,Cross Timbers Royalty Trust,NYSE,Energy,Oil & Gas Exploration & Production,2.6949771335555384,0.4897800944419725,2.6949771335555384,0.0,0.0,0.0,2.4821842795315296,-0.0379103735542497,0.0811899086433911,-0.040619104932586,0.0840751802801711,4.294525666666667,1.103556166666667,2.060678833333333,4.231760333333333,1.008965,1.924648,25767154.0,6621337.0,12364073.0,25390562.0,6053790.0,11547888.0,6000000.0,6000000.0,6000000.0,62100000.0,0.0,11547888.0,10.35,USD,7.478074816608793,14.24416911069352,0.04005701974865353,0.10326980802792324,USD
75,0.7864334377528768,1.0,0.12337593898125,1.0,0.5959888097336928,VAL,Valaris Limited,NYSE,Energy,Oil & Gas Equipment & Services,0.5180116136960555,0.4897800944419725,0.5180116136960555,5.22412656558998,5.22412656558998,5.22412656558998,0.2719221192477311,-0.0351162760391032,0.2014844181528379,-0.1729557598071807,0.1654642358572788,47.4738219895288,5.542857142857143,24.07015177065768,26.6282722513089,0.2120300751879699,0.7217537942664418,1813500000.0,1843000000.0,1784200000.0,1017200000.0,70500000.0,53500000.0,38200000.0,332500000.0,74125000.0,3320264000.0,792500000.0,151700000.0,45.86,USD,86.29489160305351,116.04708619551847,0.02452615364007768,0.05909090909090911,USD
76,0.7864334377528768,1.0,0.12337593898125,1.0,0.5959888097336928,VAL-WT,Valaris Limited WT,NYSE,,,0.5180116136960555,0.4897800944419725,0.5180116136960555,5.22412656558998,5.22412656558998,5.22412656558998,0.2719221192477311,-0.0351162760391032,0.2014844181528379,-0.1729557598071807,0.1654642358572788,47.4738219895288,5.542857142857143,24.07015177065768,26.6282722513089,0.2120300751879699,0.7217537942664418,1813500000.0,1843000000.0,1784200000.0,1017200000.0,70500000.0,53500000.0,38200000.0,332500000.0,74125000.0,3320264000.0,792500000.0,151700000.0,7.16,USD,86.29489160305351,116.04708619551847,0.02452615364007768,0.05909090909090911,USD
78,0.7850763154507646,1.0,0.1155712568525904,0.4438694616467049,1.0,CENX,Century Aluminum Company,NASDAQ,Basic Materials,Aluminum,0.5818971366535487,0.4897800944419725,0.5818971366535487,-20.00900900900901,-2.529912500118179,-20.00900900900901,0.0685448909573294,-0.0365131371120608,0.0332676247152037,-0.1602846616466253,-0.1327203566904709,47.9500225941645,18.203562632453178,23.651515151515152,9.511423343759136,1.0751818546308494,0.3441558441558441,1558566000.0,1589080000.0,2185400000.0,309159000.0,93858000.0,31800000.0,32503968.0,87295000.0,92400000.0,1733504000.0,444200000.0,-22200000.0,18.68,USD,18.503198415349264,30.09625057316693,0.01870232942928185,0.07438120126628,USD
79,0.7849702569140768,1.0,0.1102289691108047,0.7029050840503189,0.8120282377255807,EURN,Euronav NV,NYSE,Energy,Oil & Gas Midstream,0.5525740374494761,0.4897800944419725,0.5525740374494761,1.077760809537193,1.077760809537193,1.077760809537193,0.2693007623027454,-0.0374692854425144,0.0852542609710607,-0.0330268401912157,0.5553076219296822,12.902945231372302,3.245743502225319,6.245485344819436,5.493397781543705,0.0847587644551912,2.902117685036528,677648000.0,513368000.0,1260974377.0,288507000.0,13406000.0,585942619.0,52518862.0,158166534.0,201901743.0,3373474931.9999995,1074593000.0,997060749.0,16.74,USD,30.750006498219534,39.88051354151186,0.006821316652591947,0.04003167686455225,USD
81,0.7835079930170172,0.557067542400089,0.92478484913202,0.9582595646729114,0.8442350451740919,ACGL,Arch Capital Group Ltd.,NASDAQ,Financial Services,Insurance - Diversified,0.2832591416915694,0.2832591416915694,0.2832591416915694,0.4596273291925465,0.4596273291925465,0.4596273291925465,0.0,0.1083177410876448,0.1365021178381971,0.1996102852938306,0.4267399167567789,5.239969202073343,13.285813667519076,36.97857336588012,1.156426244353934,2.1385670774873526,36.71819907784106,3452678000.0,5369307000.0,13634000000.0,761983000.0,864277000.0,13538000000.0,658911888.0,404138364.0,368700000.0,34894200000.0,1702000000.0,3703000000.0,93.5,USD,80.45190843533362,115.55616046580045,0.008465115762464226,0.05329492563492083,USD
80,0.7835079930170172,0.557067542400089,0.92478484913202,0.9582595646729114,0.8442350451740919,ACGLO,Arch Capital Group Ltd.,NASDAQ,Financial Services,Insurance - Diversified,0.2832591416915694,0.2832591416915694,0.2832591416915694,0.4596273291925465,0.4596273291925465,0.4596273291925465,0.0,0.1083177410876448,0.1365021178381971,0.1996102852938306,0.4267399167567789,5.239969202073343,13.285813667519076,36.97857336588012,1.156426244353934,2.1385670774873526,36.71819907784106,3452678000.0,5369307000.0,13634000000.0,761983000.0,864277000.0,13538000000.0,658911888.0,404138364.0,368700000.0,34894200000.0,1702000000.0,3703000000.0,21.66,USD,80.45190843533362,115.55616046580045,0.008465115762464226,0.05329492563492083,USD
82,0.7835079930170172,0.557067542400089,0.92478484913202,0.9582595646729114,0.8442350451740919,ACGLP,Arch Capital Group Ltd.,NASDAQ,Financial Services,Insurance - Diversified,0.2832591416915694,0.2832591416915694,0.2832591416915694,0.4596273291925465,0.4596273291925465,0.4596273291925465,0.0,0.1083177410876448,0.1365021178381971,0.1996102852938306,0.4267399167567789,5.239969202073343,13.285813667519076,36.97857336588012,1.156426244353934,2.1385670774873526,36.71819907784106,3452678000.0,5369307000.0,13634000000.0,761983000.0,864277000.0,13538000000.0,658911888.0,404138364.0,368700000.0,34894200000.0,1702000000.0,3703000000.0,24.99,USD,80.45190843533362,115.55616046580045,0.008465115762464226,0.05329492563492083,USD
83,0.7835079930170172,0.557067542400089,0.92478484913202,0.9582595646729114,0.8442350451740919,ACGLN,Arch Capital Group Ltd.,NASDAQ,Financial Services,Insurance - Diversified,0.2832591416915694,0.2832591416915694,0.2832591416915694,0.4596273291925465,0.4596273291925465,0.4596273291925465,0.0,0.1083177410876448,0.1365021178381971,0.1996102852938306,0.4267399167567789,5.239969202073343,13.285813667519076,36.97857336588012,1.156426244353934,2.1385670774873526,36.71819907784106,3452678000.0,5369307000.0,13634000000.0,761983000.0,864277000.0,13538000000.0,658911888.0,404138364.0,368700000.0,34894200000.0,1702000000.0,3703000000.0,18.8,USD,80.45190843533362,115.55616046580045,0.008465115762464226,0.05329492563492083,USD
85,0.7818679216305808,1.0,0.554678252163134,0.500259808725868,0.8306509764378129,CSL,Carlisle Companies Incorporated,NYSE,Industrials,Construction,0.6049495875343721,0.4897800944419725,0.6049495875343721,0.7203413940256046,0.7203413940256046,0.7203413940256046,0.1557829741804057,0.0420770550958076,0.0445847726608952,0.0807882562271946,0.1188951519415493,42.00702155453952,64.8439110237344,91.92184368737476,4.50083278902678,8.017693783393845,19.695390781563127,2572510000.0,4089900000.0,4586900000.0,275631000.0,505700000.0,982800000.0,61240000.0,63073000.0,49900000.0,16089326999.999998,759600000.0,1054500000.0,350.53,USD,201.24377451162792,635.9998142299924,0.007714595991876627,0.12344758000306821,USD
87,0.7807291743787801,0.9629815950878666,0.4560516088508723,0.4983264128458815,0.8922937122812447,VC,Visteon Corporation,NASDAQ,Consumer Cyclical,Auto - Parts,0.4725199543899658,0.4725199543899658,0.4725199543899658,-0.4627450980392157,-0.4627450980392157,-0.4627450980392157,0.2975468069373603,0.0244251230211527,0.0441967536408902,0.1423570451734754,0.0161489626132036,88.9623310754889,99.55696202531644,140.711743772242,0.7947239244788814,8.765822784810126,9.9644128113879,11418000000.0,3146000000.0,3954000000.0,102000000.0,277000000.0,280000000.0,128346457.0,31600000.0,28100000.0,2226768000.0,-118000000.0,255000000.0,80.68,USD,123.5954,315.9036858536586,0.04251968503937009,0.12594265071122152,USD
101,0.7645439585287501,1.0,0.6341324098134812,0.4469790111848174,0.7961214467716939,CIG,Companhia Energética de Minas Gerais,NYSE,Utilities,Diversified Utilities,125.38232770022044,0.4897800944419725,125.38232770022044,1.3830540326907144,1.3830540326907144,1.3830540326907144,0.0714227787072838,0.0562975471128819,0.0338916895417222,0.0889995283080795,0.0696131627716982,4.550180569149783,9.8665979196612,12.88153998900757,0.4070937013834239,1.2006228766044875,2.056934792451504,8640000000.0,21711690000.0,36850000000.0,773000000.0,2642000000.0,5884238000.0,1898825743.0,2200524454.0,2860682809.0,31072742716.703323,10892000000.0,7875325000.0,1.87,USD,1.5640943488302903,1.9785909971759124,0.015975901358168815,0.044963539749223985,BRL
98,0.7689635052680437,1.0,0.3394621777936089,0.6351714668733505,0.7515605569823111,APA,APA Corporation,NASDAQ,Energy,Oil & Gas Exploration & Production,0.5628204316728906,0.4897800944419725,0.5628204316728906,2.2382948986722573,2.2382948986722573,2.2382948986722573,0.4863315600745363,0.0035582593773242,0.0716605981157414,0.013512641529084,0.2887731818597723,25.125688096257093,15.451443569553806,26.87987012987013,13.110405559637002,2.2230971128608923,16.91883116883117,8288779000.0,5887000000.0,8279000000.0,4325026000.0,847000000.0,5211000000.0,329892617.0,381000000.0,308000000.0,8017900000.000001,6406000000.0,2862000000.0,21.67,USD,36.129106672828094,63.81015136399628,0.0031426224422868854,0.07164835180296972,USD
102,0.7645439585287501,1.0,0.6341324098134812,0.4469790111848174,0.7961214467716939,CIG-C,Companhia Energética de Minas Gerais,NYSE,Utilities,Diversified Utilities,125.38232770022044,0.4897800944419725,125.38232770022044,1.3830540326907144,1.3830540326907144,1.3830540326907144,0.0714227787072838,0.0562975471128819,0.0338916895417222,0.0889995283080795,0.0696131627716982,4.550180569149783,9.8665979196612,12.88153998900757,0.4070937013834239,1.2006228766044875,2.056934792451504,8640000000.0,21711690000.0,36850000000.0,773000000.0,2642000000.0,5884238000.0,1898825743.0,2200524454.0,2860682809.0,42702646611.77602,10892000000.0,7875325000.0,2.57,USD,1088.5717493471222,1377.051368192079,0.015975901358168815,0.044963539749223985,BRL
112,0.7566140480445869,0.4587386113735139,1.0,1.0,0.8111035327602469,AMZN,"Amazon.com, Inc.",NASDAQ,Consumer Cyclical,Specialty Retail,0.2374124574621655,0.2374124574621655,0.2374124574621655,1.0955083338587974,1.0955083338587974,1.0955083338587974,0.1436245265416959,0.2250637319139761,0.1604127580470984,0.2970821887676351,0.406476961756103,1.2873798076923078,18.527708333333333,60.9146376396448,0.0467548076923076,0.4277083333333333,6.549508259333524,10711000000.0,177866000000.0,637959000000.0,389000000.0,4106000000.0,68593000000.0,8320000000.0,9600000000.0,10473000000.0,2412081680000.0,52121000000.0,47577000000.0,228.59,USD,159.81816000000006,339.7729593043477,0.15902534965034967,0.17850556570858947,USD
120,0.7465583813374621,0.5465402663695785,0.7755991024677533,0.7944651281108488,0.9037635764555948,DDT,Dillards Capital Trust I CAP SECS 7.5%,NYSE,Consumer Cyclical,Department Stores,0.2783507114368345,0.2783507114368345,0.2783507114368345,-0.6828820076818743,-0.6828820076818743,-0.6828820076818743,0.4634872638538258,0.0816168763092841,0.1036297209250913,0.346462152640594,0.2496649037532636,92.72490098770008,187.07033344992425,411.7105738847911,0.1951957032857035,9.34997668182348,55.61079607382903,7560191000.0,6418009000.0,6752053000.0,15915000.0,320779000.0,912017000.0,81533557.0,34308000.0,16399999.0,415863000.0,-622800000.0,912017000.0,25.83,USD,226.8588730313182,268.26673325878903,0.025007729165974657,0.04512926088248745,USD
119,0.746894967547663,0.5425789763015159,0.6435816969434904,0.7968159804127991,0.9426632024653876,NSSC,"Napco Security Technologies, Inc.",NASDAQ,Industrials,Security & Protection Services,0.2765037269024205,0.2765037269024205,0.2765037269024205,-1.429468307735963,-1.429468307735963,-1.429468307735963,0.2506371282624399,0.0579887551776716,0.1041015205269326,0.09960939676109,0.3090497920285173,1.757594136972454,2.3226646818012653,5.129305661197436,0.2406621177659843,0.1695464936998245,1.4619689231772248,69548000.0,87374000.0,188820000.0,9523000.0,6378000.0,53818000.0,39570000.0,37618000.0,36812000.0,940122740.0,-80602000.0,56386000.0,25.73,USD,9.449084703064065,35.804064433013764,0.05291229072148412,0.15160635111861442,USD
